y,x,velocity,motion,time,label
2.0574064421190803,12.4835105564449,2.20202506467156,0,0.037321,0
-4.95449566930373,15.4513470743793,1.6374412442329198,0,0.037321,100
-2.00809144389902,28.8493256531811,4.9870802286542695,0,0.037321,-1
6.99019593280617,29.2860966018608,5.074995666276871,0,0.037321,1
6.98619906897774,30.2850203593451,5.08679123629217,0,0.037321,1
16.1876808573387,29.923479769161,0.8592860830760991,0,0.037321,101
5.9574342863726,37.4731386389902,5.172081323608849,0,0.037321,1
1.66002201310218,11.8824835109605,2.45896119489698,0,0.11233,0
0.658440259118418,12.2779213155234,2.7425763791372,0,0.11233,0
2.45841659266705,12.285358907260802,2.4208369810431,0,0.11233,0
1.65204777935396,13.880329653976,2.47172570260356,0,0.11233,0
-4.5542500980113,15.45298857788,1.18339367785847,0,0.11233,100
6.8017417487161,26.4882471122177,5.04384050455225,0,0.11233,1
6.99296726688854,28.6867050299409,5.06555810193161,0,0.11233,1
16.789648374751,29.526336278593696,1.06299149522378,0,0.11233,101
6.15868887767452,37.2741363255483,5.164895611773191,0,0.11233,1
16.9338268705126,43.5120856819312,1.38193259823962,0,0.11233,-1
2.0608987740965,11.8839612307815,2.43974245036684,0,0.182401,0
-4.75311841631571,15.4524541819548,1.17571390674844,0,0.182401,100
6.80520124214727,26.088154923508,5.03889648789989,0,0.182401,1
6.591098623060559,29.6834618257179,5.09750307118712,0,0.182401,1
17.192528983629998,29.32695634819489,1.05048274529486,0,0.182401,101
5.76289938599979,36.8724505455422,5.17435829634184,0,0.182401,1
