y,x,velocity,motion,time,label
4.48244064639396,6.10043312310468,2.02264047473895,0,-0.024182,0
5.08243336640211,6.10293632791051,2.29875896543323,0,-0.024182,0
4.47515213193497,7.89848991862118,2.87459515353268,0,-0.024182,0
4.67110037205683,8.8982446556642,3.01675627621422,0,-0.024182,0
6.67188625931751,8.70680431999565,2.70960163881977,0,-0.024182,0
9.05161222166113,13.7114188237187,2.72253911902415,0,-0.024182,1
8.63784924437753,17.1060797322034,3.01163727914027,0,-0.024182,1
5.783624125050651,30.4799302318515,7.8261261441076195,0,-0.024182,2
4.48342003790972,5.700812904913911,2.3202676062711,0,0.121009,0
5.07612792703211,7.501359054043241,2.62716913991516,0,0.121009,0
4.6737026839261695,8.099075490774469,2.87411363161417,0,0.121009,0
8.83561214630625,17.506311118535198,3.00868790427836,0,0.121009,1
5.98787121047521,29.2822222204566,7.801072409034719,0,0.121009,2
7.18300278464915,30.4858744929664,7.741894744660191,0,0.121009,2
5.77815791371925,31.678842786149,7.842049607746309,0,0.121009,2
4.48347274902716,5.50115459897767,2.20732452052482,0,0.195801,0
4.6736070209307,7.899422989722179,2.81960705698119,0,0.195801,0
8.84315695922526,15.3089099546511,3.086730925768069,0,0.195801,1
5.7872886388276505,28.8819944437605,7.80444745606736,0,0.195801,2
13.194622290260698,27.1145326329298,7.910470298293281,0,0.195801,-1
5.976600926272451,31.4800498521682,7.82589801289809,0,0.195801,2
