y,x,velocity,motion,time,label
6.48047323638092,6.70789539310889,2.8534080691787005,0,-0.000711,0
6.478073939050651,7.307249045098589,2.8256795280365097,0,-0.000711,0
6.672472918955161,8.70656589325315,3.2297742555773,0,-0.000711,0
6.667674326201411,9.90527272090936,3.52447888698056,0,-0.000711,0
4.66050118003552,11.6950696029582,4.00958383929775,0,-0.000711,0
6.66207596894209,11.30376378168,3.5833624753678297,0,-0.000711,0
5.05329843920363,13.4947821356651,4.08461753383421,0,-0.000711,0
4.85010204211075,14.2930937570621,4.15780790675783,0,-0.000711,0
4.84450368675823,15.6915843415096,4.2204161556909,0,-0.000711,0
5.23570141691521,17.890865340445398,4.256650433108359,0,-0.000711,0
10.844428989613302,15.716372274391698,2.8947139508413,0,-0.000711,2
6.925311256174309,45.4685525636106,7.153931453641219,0,-0.000711,1
6.52531610882897,45.4669000342264,7.16430367638166,0,-0.000711,1
6.479687649942501,6.70851396665154,2.71141625894063,0,0.0751,0
4.460905851714349,11.2951599151653,3.78279584252745,0,0.0751,0
6.66251430044448,10.9048514051325,3.51639229620273,0,0.0751,0
6.65760837306475,12.103565176668198,3.68868460414036,0,0.0751,0
4.65027373612338,13.893212960033,3.92819494191912,0,0.0751,0
5.852712434214911,13.2989096093027,3.728509041440161,0,0.0751,0
5.2396373395651,16.4929511536886,4.20761622730479,0,0.0751,0
11.2428352175272,15.719071862789304,3.0369815647779195,0,0.0751,2
6.523513105262259,44.8683885771799,7.16075353921625,0,0.0751,1
6.31370388146391,47.2649702135848,7.174515339077019,0,0.0751,1
6.52269546369523,45.0681710302642,7.161572298554799,0,0.0751,1
6.47926287386884,6.509585087381719,2.61014552939893,0,0.144713,0
6.47841151971784,6.709367559926911,2.70337940803451,0,0.144713,0
6.675003331183571,7.509374512272759,2.83117510810608,0,0.144713,0
6.668192491886161,9.10763572159117,3.14933070277026,0,0.144713,0
6.66138165258875,10.7058969309096,3.47703860967504,0,0.144713,0
6.052024575589511,12.900877703512302,3.65982274240993,0,0.144713,0
4.84863480848785,13.6947518849905,3.88883864996741,0,0.144713,0
6.446060029503,14.3011091377476,3.7167579464181,0,0.144713,0
5.04096984513899,15.4936721527002,3.95203753298467,0,0.144713,0
5.03841577862639,16.0930205229737,3.97517546213208,0,0.144713,0
6.517502663043151,44.4691671807364,7.1576123436148205,0,0.144713,1
6.708986822374281,46.4678699230801,7.16063380625988,0,0.144713,1
6.51665130483256,44.66895060591951,7.15846132974975,0,0.144713,1
