y,x,velocity,motion,time,label
-2.9044665173812203,7.32129451368429,6.599059141181231,0,-0.00262,0
-2.7038140732964107,7.72087706806126,6.83633904483774,0,-0.00262,0
-2.90381039235629,7.721176577026861,6.73024432490932,0,-0.00262,0
7.949134628249179,40.0954797824182,2.83111817615308,0,-0.00262,100
3.75577413815484,44.1005939162694,10.3620005781267,0,-0.00262,1
3.95609852129151,44.3002363923692,10.3575607305391,0,-0.00262,1
-2.91670049006628,8.180902857392018,6.96226616094213,0,0.072738,0
-3.11665306676336,7.980897027675589,6.831896613628559,0,0.072738,0
7.875974370412821,40.374327739787205,2.8267644305939705,0,0.072738,100
4.67490022183175,45.3715867443839,10.3328241414908,0,0.072738,1
3.87495556653158,45.1713683876713,10.3524813156773,0,0.072738,1
-2.9201385239756803,8.64319583479371,7.11359913614597,0,0.147304,0
-2.7201406870296903,8.64344227803696,7.17894967982713,0,0.147304,0
-2.5208102475207204,9.24348071610011,7.53593672948411,0,0.147304,0
-3.72057456479159,9.0420712331039,6.900166747436611,0,0.147304,0
-2.3217022734704904,10.0434495013222,7.64151574603244,0,0.147304,0
3.83840788499534,45.8386566552437,10.5960119946017,0,0.147304,1
4.03840548352539,45.83890309819321,10.3425133151891,0,0.147304,1
