y,x,velocity,motion,time,label
-3.30322137934498,9.10242809730283,10.0618772701485,0,-0.002034,0
-3.50321773058267,9.10269135561248,9.93849963449786,0,-0.002034,0
-2.90030949341843,11.1013130727297,10.8968154436168,0,-0.002034,0
-5.10172835307121,10.1045029289799,7.88793689838176,0,-0.002034,0
-2.27696507035099,27.0958114180856,10.2054047964767,0,-0.002034,3
10.337983186177,37.4761630451713,10.7920947249512,0,-0.002034,5
-6.45499183670029,42.0969205473132,8.8810014399479,0,-0.002034,7
4.74655262545564,43.2818254574747,11.1759777449518,0,-0.002034,-1
14.5489991683137,45.0683949539435,9.46632830713433,0,-0.002034,6
-3.64716119523068,47.4916461979452,9.46797421022862,0,-0.002034,4
-2.87666218361764,27.296541150446,10.4288309867148,0,-0.002034,3
-0.856555023907513,41.0898438088512,9.49739921248967,0,-0.002034,4
4.9462572718769,43.0816203346329,11.1688310879115,0,-0.002034,-1
-3.2468765495247,47.6910615455443,9.47471497974403,0,-0.002034,4
-3.50219237822738,9.70259250080463,10.1178263720709,0,0.068048,0
-3.90189039842246,9.90306608787489,9.95234480937538,0,0.068048,0
-2.89748853726306,12.90085315674,11.0773613146795,0,0.068048,0
-5.8824040258094,23.1018453739696,10.5747855078426,0,0.068048,2
-1.87569993305972,27.6951719647666,10.2209801123511,0,0.068048,3
-3.67507739002315,28.0974484665427,10.1445707761995,0,0.068048,3
9.93763743934711,36.8767700787021,10.8111554007875,0,0.068048,5
-6.65380418336002,42.4972044968327,8.87631987500748,0,0.068048,7
14.1487588073665,44.4689465323674,9.71699516168112,0,0.068048,6
-3.24561583380582,48.0910332921536,9.22586370691021,0,0.068048,4
-2.67480116883506,28.296058229732,10.1943136311359,0,0.068048,3
-0.853911450873826,42.4894888661639,9.497592832413,0,0.068048,4
-3.6453138532983,48.2915073559207,9.46913992082937,0,0.068048,4
-3.3009078523122,10.5020970859309,10.3977892337028,0,0.142999,0
-3.90060033994142,10.7028418798194,10.1570492119234,0,0.142999,0
-2.89854231438302,12.1010888782617,10.7677292175643,0,0.142999,0
-4.89909881727876,11.7038866231497,8.82353193864873,0,0.142999,0
-2.69587628288727,13.9002884749318,10.94586464288,0,0.142999,0
-5.88068944374859,24.101564994766,10.6097907465091,0,0.142999,2
-2.07452988292468,28.2952310582409,10.2157728972604,0,0.142999,3
-1.87245722513677,29.6945510815902,10.2247083681661,0,0.142999,3
9.93652100856425,35.8769076465779,10.7845216419794,0,0.142999,5
-6.85219468854264,43.2972332978637,8.62656644439176,0,0.142999,7
13.9483126547756,43.8691845219418,9.71511448609519,0,0.142999,6
14.9485909012729,44.0677823126235,9.41241119100838,0,0.142999,6
-3.44424809426812,48.6910836515435,9.22316035988445,0,0.142999,4
-2.0736399955158,28.8950542320322,10.2172957084444,0,0.142999,3
-0.452312211891568,43.2886567263876,9.49923789574637,0,0.142999,4
-6.45190531426737,43.4966389555522,8.64120089747175,0,0.142999,7
-4.04394034206869,48.8918293985052,9.21361932948728,0,0.142999,4
